ocean,numCycl,year,name,numTrcks,yearTrck,monthTrck,dayTrck,hourTrck,minutsTrck,recordId,statusSys,latitude,longitude,maxSustWin,minPress,34ktNE,34ktSE,34ktSW,34ktNW,50ktNE,50ktSE,50ktSW,50ktNW,64ktNE,64ktSE,64ktSW,64ktNW,radMaxWind
EP,01,1949,UNNAMED,7,1949,06,11,00,0,N/A, TS, 20.2,- 106.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1949,UNNAMED,7,1949,06,11,06,0,N/A, TS, 20.2,- 106.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1949,UNNAMED,7,1949,06,11,12,0,N/A, TS, 20.2,- 106.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1949,UNNAMED,7,1949,06,11,18,0,N/A, TS, 20.3,- 107.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1949,UNNAMED,7,1949,06,12,00,0,N/A, TS, 20.4,- 108.6,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1949,UNNAMED,7,1949,06,12,06,0,N/A, TS, 20.5,- 109.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1949,UNNAMED,7,1949,06,12,12,0,N/A, TS, 20.6,- 110.2,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,17,12,0,N/A, TS, 14.1,- 107.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,17,18,0,N/A, TS, 14.6,- 107.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,18,00,0,N/A, TS, 15.0,- 108.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,18,06,0,N/A, TS, 15.4,- 109.2,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,18,12,0,N/A, TS, 15.7,- 110.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,18,18,0,N/A, TS, 16.0,- 110.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,19,00,0,N/A, TS, 16.3,- 111.6,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,19,06,0,N/A, TS, 16.7,- 112.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,19,12,0,N/A, TS, 17.1,- 112.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,19,18,0,N/A, TS, 17.5,- 113.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,20,00,0,N/A, TS, 18.0,- 114.1,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,20,06,0,N/A, TS, 18.4,- 114.6,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,20,12,0,N/A, TS, 18.9,- 115.1,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,20,18,0,N/A, TS, 19.4,- 115.6,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,21,00,0,N/A, TS, 19.9,- 116.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,21,06,0,N/A, TS, 20.4,- 116.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,21,12,0,N/A, TS, 21.0,- 116.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,21,18,0,N/A, TS, 21.5,- 117.1,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,22,00,0,N/A, TS, 22.0,- 117.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,22,06,0,N/A, TS, 22.5,- 117.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,22,12,0,N/A, TS, 23.1,- 118.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,22,18,0,N/A, TS, 23.9,- 118.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,23,00,0,N/A, TS, 24.7,- 117.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,23,06,0,N/A, TS, 25.4,- 117.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1949,UNNAMED,25,1949,06,23,12,0,N/A, TS, 26.0,- 117.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,03,12,0,N/A, TS, 17.3,- 106.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,03,18,0,N/A, TS, 17.6,- 106.6,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,04,00,0,N/A, TS, 17.9,- 106.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,04,06,0,N/A, TS, 18.4,- 106.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,04,12,0,N/A, TS, 18.8,- 106.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,04,18,0,N/A, TS, 18.9,- 106.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,05,00,0,N/A, TS, 19.0,- 107.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,05,06,0,N/A, TS, 19.0,- 107.1,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,05,12,0,N/A, TS, 19.1,- 107.2,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,05,18,0,N/A, TS, 19.6,- 107.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,06,00,0,N/A, TS, 20.2,- 108.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,06,06,0,N/A, TS, 20.7,- 109.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,06,12,0,N/A, TS, 21.2,- 110.0,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,06,18,0,N/A, TS, 22.0,- 110.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,07,00,0,N/A, TS, 22.9,- 111.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,07,06,0,N/A, TS, 23.8,- 112.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,07,12,0,N/A, TS, 24.8,- 113.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,07,18,0,N/A, TS, 25.5,- 114.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,08,00,0,N/A, TS, 26.2,- 115.2,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,08,06,0,N/A, TS, 27.6,- 115.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,08,12,0,N/A, TS, 28.6,- 116.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,08,18,0,N/A, TS, 28.4,- 116.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,09,00,0,N/A, TS, 28.2,- 116.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,09,06,0,N/A, TS, 28.1,- 116.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1949,UNNAMED,25,1949,09,09,12,0,N/A, TS, 28.0,- 116.5,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,09,12,0,N/A, HU, 19.3,- 108.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,09,18,0,N/A, HU, 20.2,- 109.4,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,10,00,0,N/A, HU, 21.2,- 110.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,10,06,0,N/A, HU, 21.8,- 110.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,10,12,0,N/A, HU, 22.5,- 110.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,10,18,0,N/A, HU, 23.2,- 111.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,11,00,0,N/A, HU, 23.9,- 111.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,11,06,0,N/A, HU, 24.3,- 111.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,04,1949,UNNAMED,9,1949,09,11,12,0,N/A, HU, 24.5,- 110.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,17,12,0,N/A, TS, 15.4,- 101.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,17,18,0,N/A, TS, 15.8,- 102.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,18,00,0,N/A, TS, 16.5,- 103.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,18,06,0,N/A, TS, 17.7,- 104.6,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,18,12,0,N/A, TS, 18.7,- 105.4,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,18,18,0,N/A, TS, 19.0,- 106.1,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,19,00,0,N/A, TS, 19.3,- 106.7,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,19,06,0,N/A, TS, 19.7,- 107.3,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,05,1949,UNNAMED,9,1949,09,19,12,0,N/A, TS, 20.1,- 107.9,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,29,00,0,N/A, TD, 16.1,- 107.4,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,29,06,0,N/A, TS, 17.0,- 107.2,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,29,12,0,N/A, HU, 17.9,- 107.3,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,29,18,0,N/A, HU, 18.6,- 107.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,30,00,0,N/A, TS, 18.8,- 108.8,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,30,06,0,N/A, TS, 18.2,- 110.1,  45, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,06,1949,UNNAMED,7,1949,09,30,12,0,N/A, TD, 16.7,- 111.6,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,14,12,0,N/A, HU, 14.1,-  98.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,14,18,0,N/A, HU, 14.2,-  98.5,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,15,00,0,N/A, HU, 14.4,-  98.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,15,06,0,N/A, HU, 14.8,-  99.5,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,15,12,0,N/A, HU, 15.2,-  99.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,15,18,0,N/A, HU, 15.4,- 100.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,16,00,0,N/A, HU, 15.6,- 100.1,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,16,06,0,N/A, HU, 15.9,- 100.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,16,12,0,N/A, HU, 16.1,- 100.3,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,16,18,0,N/A, HU, 16.1,- 100.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,17,00,0,N/A, HU, 16.2,- 101.1,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,17,06,0,N/A, HU, 16.4,- 101.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,17,12,0,N/A, HU, 16.6,- 102.1,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,17,18,0,N/A, HU, 16.8,- 102.8,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,18,00,0,N/A, HU, 17.0,- 103.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,18,06,0,N/A, HU, 17.4,- 105.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,18,12,0,N/A, HU, 18.1,- 106.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,18,18,0,N/A, HU, 19.0,- 106.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,19,00,0,N/A, HU, 20.0,- 106.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,19,06,0,N/A, HU, 20.8,- 106.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,01,1950,UNNAMED,21,1950,06,19,12,0,N/A, HU, 21.5,- 106.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,03,12,0,N/A, HU, 18.4,- 105.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,03,18,0,N/A, HU, 19.0,- 106.3,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,04,00,0,N/A, HU, 19.5,- 106.7,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,04,06,0,N/A, HU, 20.2,- 107.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,04,12,0,N/A, HU, 20.7,- 107.8,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,04,18,0,N/A, HU, 21.0,- 108.4,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,05,00,0,N/A, HU, 21.1,- 109.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,05,06,0,N/A, HU, 21.2,- 109.7,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,05,12,0,N/A, HU, 21.4,- 110.4,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,05,18,0,N/A, HU, 21.8,- 111.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,06,00,0,N/A, HU, 22.3,- 112.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,06,06,0,N/A, HU, 22.8,- 112.8,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,02,1950,UNNAMED,13,1950,07,06,12,0,N/A, HU, 23.3,- 113.6,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,09,12,0,N/A, HU, 16.1,- 108.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,09,18,0,N/A, HU, 16.4,- 108.4,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,10,00,0,N/A, HU, 16.7,- 108.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,10,06,0,N/A, HU, 17.1,- 109.7,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,10,12,0,N/A, HU, 17.5,- 110.5,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,10,18,0,N/A, HU, 17.8,- 111.2,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,11,00,0,N/A, HU, 18.0,- 112.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,11,06,0,N/A, HU, 18.3,- 113.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,11,12,0,N/A, HU, 18.6,- 114.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,11,18,0,N/A, HU, 18.7,- 114.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,12,00,0,N/A, HU, 18.6,- 115.9,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,12,06,0,N/A, HU, 18.4,- 117.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
EP,03,1950,UNNAMED,13,1950,07,12,12,0,N/A, HU, 18.1,- 118.0,  75, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
CP,01,1950,HIKI,39,1950,08,12,00,0,N/A, TD, 14.5,- 144.5,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
CP,01,1950,HIKI,39,1950,08,12,06,0,N/A, TD, 14.9,- 144.8,  25, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A
